iter	Logloss
481	0.3511238318
482	0.3509126492
483	0.3506908495
484	0.3505718738
485	0.3502829002
486	0.3500268092
487	0.3499129406
488	0.3497191678
489	0.3495505035
490	0.3493417361
491	0.3491749838
492	0.348919245
493	0.3487548325
494	0.3486536943
495	0.3485260387
496	0.3482930686
497	0.3481004028
498	0.3479619038
499	0.3478122092
500	0.3476803773
501	0.3475586592
502	0.3473752769
503	0.3470856996
504	0.3469133872
505	0.346785153
506	0.3466742029
507	0.3464986954
508	0.3463519695
509	0.3461836825
510	0.3460530834
511	0.3458930737
512	0.3456093835
513	0.3454960181
514	0.3453826275
515	0.3452334361
516	0.3450889493
517	0.344971005
518	0.3448982207
519	0.3447048253
520	0.3445100965
521	0.3442673145
522	0.3441329667
523	0.3439847816
524	0.3437988583
525	0.3436460943
526	0.343462536
527	0.343320389
528	0.3431653104
529	0.3430599958
530	0.342924063
531	0.3427332338
532	0.3425720668
533	0.3423750233
534	0.3421828104
535	0.3420410408
536	0.3418641244
537	0.3417405697
538	0.3416230783
539	0.3414827679
540	0.3413077635
541	0.3411114497
542	0.3409647993
543	0.3408327409
544	0.3406819393
545	0.3404954626
546	0.340313137
547	0.3400981051
548	0.3398921051
549	0.3396862562
550	0.3395205102
551	0.3394016351
552	0.3392434871
553	0.3390878802
554	0.3388592373
555	0.3387133165
556	0.3385692323
557	0.3383863784
558	0.3382814412
559	0.3380914674
560	0.3380006946
561	0.3378116516
562	0.337715671
563	0.3375188791
564	0.3373531332
565	0.3371774496
566	0.3369675249
567	0.3368311895
568	0.3366914075
569	0.3365768596
570	0.3364564749
571	0.3362985031
572	0.3361513243
573	0.3359773515
574	0.3357907489
575	0.3356426393
576	0.3355641943
577	0.3354295949
578	0.3353152735
579	0.3351713151
580	0.3349836307
581	0.334839949
582	0.334703664
583	0.3345691401
584	0.3344155459
585	0.3341477812
586	0.3340299124
587	0.333801974
588	0.3336745952
589	0.333494861
590	0.3333620479
591	0.333146387
592	0.3330151589
593	0.3328140397
594	0.3327174049
595	0.3325232547
596	0.3323763779
597	0.3322518169
598	0.3321284131
599	0.3320044811
600	0.3318641203
601	0.3316367858
602	0.3315402516
603	0.3314180303
604	0.3313060738
605	0.3311737891
606	0.3310820351
607	0.33094019
608	0.3307701671
609	0.3305911625
610	0.3304134913
611	0.3303327065
612	0.330201101
613	0.3300553815
614	0.3298857611
615	0.3297170968
616	0.3295929131
617	0.3293942595
618	0.3292034555
619	0.3290467919
620	0.3289465594
621	0.3287352006
622	0.3286467927
623	0.328575367
624	0.3284461013
625	0.3283610395
626	0.3281916456
627	0.3280099238
628	0.3279176918
629	0.3278163775
630	0.3275769164
631	0.3274078998
632	0.3272743823
633	0.3271509785
634	0.3269586901
635	0.3267967683
636	0.3266725595
637	0.3265588922
638	0.3263530432
639	0.3261663652
640	0.3260907632
641	0.3259356845
642	0.3257752471
643	0.3255378239
644	0.3253461393
645	0.3252108103
646	0.3250233272
647	0.3249037225
648	0.3248389135
649	0.3246554558
650	0.3244334046
651	0.3243082397
652	0.324223983
653	0.324006561
654	0.3238578224
655	0.3236960516
656	0.323588045
657	0.3234676855
658	0.3233348472
659	0.3231842217
660	0.323061296
661	0.3228405027
662	0.3227710142
663	0.3226540763
664	0.322535654
665	0.3223757449
666	0.3222531966
667	0.3220870984
668	0.3219594932
669	0.3218395362
670	0.3217405616
671	0.32157074
672	0.3214582803
673	0.3212963585
674	0.3211551424
675	0.3210548596
676	0.3209438591
677	0.3207951457
678	0.32072611
679	0.3206044926
680	0.3204872528
681	0.3203039209
682	0.3201759886
683	0.3200423452
684	0.3198844991
685	0.3197591582
686	0.3196755053
687	0.3195957269
688	0.3194284211
689	0.3193282892
690	0.3191912746
691	0.3190362463
692	0.3189256484
693	0.3188122327
694	0.3186225105
695	0.3184413171
696	0.3183726588
697	0.3183151207
698	0.3182073154
699	0.3180924154
700	0.3179954284
701	0.3178497088
702	0.3177393122
703	0.3176209653
704	0.3175072477
705	0.3173732773
706	0.3172713592
707	0.3171695165
708	0.3170036196
709	0.3168620261
710	0.3166953493
711	0.3165669642
712	0.3164086904
713	0.3162902178
714	0.3162207041
715	0.3160941556
716	0.3159249629
717	0.3157545878
718	0.3156260013
719	0.3154315492
720	0.3152627591
721	0.3151579477
722	0.3150390726
723	0.3149100081
724	0.3147804908
725	0.3146683834
726	0.3145952217
727	0.3144179531
728	0.3142706737
729	0.3141455843
730	0.3140728252
731	0.3139699761
732	0.3138145705
733	0.3137093817
734	0.3136119166
735	0.3134985513
736	0.3133850852
737	0.3132774309
738	0.3131447436
739	0.3130203335
740	0.3128964266
741	0.312783816
742	0.312632008
743	0.3124457326
744	0.3123050448
745	0.3121917045
746	0.3120085487
747	0.3118790314
748	0.3118298712
749	0.311733639
750	0.311614638
751	0.3114764913
752	0.3113915553
753	0.3112399486
754	0.3111466599
755	0.3109870275
756	0.310849384
757	0.3107540574
758	0.3107062306
759	0.3106169673
760	0.3104807829
761	0.3103665118
762	0.3102362649
763	0.3100822933
764	0.3099488512
765	0.3098884199
766	0.3097694189
767	0.309600654
768	0.3094722688
769	0.3093200331
770	0.3092310466
771	0.3091445005
772	0.3090315376
773	0.3088916549
774	0.308775044
775	0.30869358
776	0.3085515336
777	0.3084712771
778	0.3083584653
779	0.3083090535
780	0.308234659
781	0.308104563
782	0.3080310491
783	0.307951472
784	0.3078028088
785	0.307699834
786	0.3076013375
787	0.3074515925
788	0.3072592035
789	0.3071121002
790	0.307039492
791	0.3069460524
792	0.3068270514
793	0.3067343665
794	0.3066028869
795	0.3065534247
796	0.3064975974
797	0.3063944214
798	0.3062939373
799	0.3061451483
800	0.3059971142
801	0.3058575837
802	0.305743061
803	0.3056457218
804	0.3055295889
805	0.3053860833
806	0.3052909077
807	0.3051933421
808	0.3050839266
809	0.3049728507
810	0.3048320119
811	0.3046891102
812	0.3045745875
813	0.3043978975
814	0.30433095
815	0.3042337869
816	0.3041159181
817	0.3040120879
818	0.303880256
819	0.303755871
820	0.3036554876
821	0.3034957295
822	0.3033618848
823	0.3032926479
824	0.3032217254
825	0.3031779743
826	0.3030830251
827	0.3029103102
828	0.3028328464
829	0.302722324
830	0.3026242803
831	0.3024692017
832	0.3023296712
833	0.3022337408
834	0.3021468676
835	0.3020860085
836	0.3020086202
837	0.3019422765
838	0.3018312509
839	0.3017260621
840	0.3016573787
841	0.3015628824
842	0.3014909284
843	0.3013841546
844	0.3012733051
845	0.3011582037
846	0.3010408884
847	0.3009193716
848	0.3007648213
849	0.3006716584
850	0.3005593749
851	0.3004816091
852	0.3003428334
853	0.3002520858
854	0.3001589732
855	0.3000483501
856	0.2999017752
857	0.299753263
858	0.2995495273
859	0.2994495464
860	0.2992863164
861	0.2991958455
862	0.2991244952
863	0.2990185014
864	0.2989228226
865	0.2988388426
866	0.2987576805
867	0.2986721658
868	0.2985049104
869	0.2984031684
870	0.2983321452
871	0.2981895705
872	0.2981211638
873	0.2980362781
874	0.2979293031
875	0.2978009431
876	0.2977452164
877	0.297625184
878	0.2975433173
879	0.2974423804
880	0.2973116555
881	0.2971698607
882	0.2970399408
883	0.2969152289
884	0.2968533886
885	0.2966945362
886	0.2966341049
887	0.2965208653
888	0.2964681828
889	0.29638058
890	0.2962763221
891	0.2961242625
892	0.2960347225
893	0.2959188664
894	0.2958248733
895	0.2957640646
896	0.2956856447
897	0.29559457
898	0.2955018096
899	0.2954169491
900	0.295329925
901	0.2952571407
902	0.2950964768
903	0.2949828598
904	0.2948896215
905	0.2947455372
906	0.2946445248
907	0.2944913079
908	0.2943401541
909	0.2941901073
910	0.2941186061
911	0.2940122348
912	0.2939010582
913	0.2937835165
914	0.2936670063
915	0.2934880772
916	0.2933229099
917	0.2931785489
918	0.2930932356
919	0.2930038213
920	0.2929139794
921	0.2928567935
922	0.2927439565
923	0.2926808331
924	0.2925184585
925	0.2924811984
926	0.292325692
927	0.2922498384
928	0.2921251767
929	0.2920055971
930	0.2919017921
931	0.2918053585
932	0.2917519213
933	0.291696245
934	0.2916289453
935	0.2915267001
936	0.2913711435
937	0.2912620299
938	0.2911006868
939	0.2909182103
940	0.2908410987
941	0.2907151287
942	0.290618972
943	0.2905755479
944	0.2904749129
945	0.2903604908
946	0.2902455656
947	0.2901429179
948	0.2900650767
949	0.2899548561
950	0.2898278044
951	0.2897479253
952	0.2896244461
953	0.2895164899
954	0.2893664178
955	0.2893068419
956	0.289186734
957	0.2890229253
958	0.2889227431
959	0.2888309136
960	0.2887923452
961	0.2887288445
962	0.2886301718
963	0.2885514752
964	0.2884432926
965	0.2883695522
966	0.2882733703
967	0.2882025484
968	0.2881256883
969	0.2879771007
970	0.287853068
971	0.2877656161
972	0.2876641257
973	0.2875522698
974	0.2874409675
975	0.2873274511
976	0.2872338354
977	0.2871908894
978	0.2871067082
979	0.2870344019
980	0.2869153506
981	0.2868153194
982	0.2867008973
983	0.2866127914
984	0.2865096908
985	0.286445712
986	0.2862867338
987	0.2861876083
988	0.2860854134
989	0.2860205541
990	0.2859448514
991	0.2858927979
992	0.2857996853
993	0.2857094409
994	0.2856568087
995	0.2855580103
996	0.2854375501
997	0.2853932707
998	0.285302523
999	0.2852237258
